,label,data_len,epic_mean,fird_mean,rew_mean,epic_std,fird_std,rew_std
76,res_adept_2_adept_2_adept_2_adept_2_adept_2_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_,105,0.2230136526979787,0.19457210642770847,0.2230188951030181,0.07134763460376602,0.05263146312012168,0.07134748042884292
77,res_adept_2_adept_2_adept_2_adept_2_adept_2_voidray_3_voidray_3_voidray_3_voidray_3_voidray_3_,123,0.2885752217196226,0.28383114622081096,0.2885686554179378,0.10396596266513636,0.103649355053414,0.10396177328364857
78,res_adept_3_adept_3_adept_3_adept_3_adept_3_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_,103,0.23513614616039286,0.20608294131105978,0.23514364380595598,0.08527224676090414,0.06598219166065575,0.08527319254606143
79,res_voidray_2_voidray_2_voidray_2_voidray_2_voidray_2_phoenix_3_phoenix_3_phoenix_3_phoenix_3_phoenix_3_,101,0.23400328367681775,0.213282534485346,0.23400526983325398,0.09815453390340374,0.07763637347686857,0.09815196506823329
80,res_adept_2_adept_2_adept_2_adept_2_adept_2_stalker_3_stalker_3_stalker_3_stalker_3_stalker_3_,102,0.27394049144503424,0.24591126731464313,0.273944067964,0.1538212325245824,0.11976256549059738,0.15382458168319357
81,res_adept_2_adept_2_adept_2_adept_2_adept_2_phoenix_3_phoenix_3_phoenix_3_phoenix_3_phoenix_3_,103,0.19703858885855552,0.17271999076449926,0.1970427713894823,0.07343006478036576,0.05958857603458802,0.07342985738632034
82,res_adept_2_adept_2_adept_2_adept_2_adept_2_adept_2_adept_2_adept_2_adept_2_,104,0.28093491943483917,0.25216133730891427,0.2809412236042697,0.10276482400762973,0.08981365594332634,0.10276104063545996
83,res_stalker_2_stalker_2_stalker_2_stalker_2_stalker_2_stalker_2_stalker_2_stalker_2_stalker_2_stalker_2_,111,0.2660080113180253,0.23943025216955907,0.266016875093692,0.09000706205400347,0.0795681972971979,0.09000660537616006
84,res_adept_2_adept_2_adept_2_adept_2_adept_2_phoenix_1_phoenix_1_phoenix_1_phoenix_1_phoenix_1_,103,0.1747185748273409,0.15003011389275575,0.17472346423605112,0.0681204877158377,0.05538690737100194,0.06812345183266166
85,res_phoenix_1_phoenix_1_phoenix_1_phoenix_1_phoenix_1_voidray_3_voidray_3_voidray_3_voidray_3_voidray_3_,104,0.22381852869794625,0.18083752999839675,0.2238269848416438,0.07932411237100606,0.055504433644339185,0.07932527428779
86,res_adept_3_adept_3_adept_3_adept_3_adept_3_stalker_3_stalker_3_stalker_3_stalker_3_stalker_3_,104,0.3013078615761272,0.2618297789331691,0.301314326338293,0.17739181778125154,0.13913768948375227,0.17739241879667308
87,res_voidray_3_voidray_3_voidray_3_voidray_3_voidray_3_stalker_4_stalker_4_stalker_4_stalker_4_stalker_4_,101,0.28804604005646617,0.2834501574356464,0.2880374565069248,0.11276111056467868,0.10965235408314646,0.11275529394638918
88,res_adept_1_adept_1_adept_1_adept_1_adept_1_stalker_2_stalker_2_stalker_2_stalker_2_stalker_2_,104,0.21076564764453057,0.18380173735662014,0.2107693110547132,0.09772100950136309,0.07700649677574381,0.09772210990317082
89,res_phoenix_2_phoenix_2_phoenix_2_phoenix_2_phoenix_2_voidray_3_voidray_3_voidray_3_voidray_3_voidray_3_,101,0.20777783148072343,0.1936762577222315,0.20779003847660346,0.06776504009437873,0.05220784319725409,0.06776622509599152
